15:03:41.935 [main] INFO  org.apache.hyracks.control.nc.NodeControllerService - Setting uncaught exception handler org.apache.hyracks.api.lifecycle.LifeCycleComponentManager@16414e40
15:03:43.054 [main] INFO  org.apache.hyracks.control.nc.NodeControllerService - Registering with Cluster Controller ClusterControllerRemoteProxy [/127.0.0.1:1099]
15:03:43.218 [main] INFO  org.apache.hyracks.control.nc.NodeControllerService - Registering with Cluster Controller ClusterControllerRemoteProxy [/127.0.0.1:1099] completed
15:03:43.218 [main] INFO  org.apache.hyracks.control.nc.NodeControllerService - Started NodeControllerService
15:03:43.218 [main] INFO  org.apache.hyracks.util.ExitUtil - successfully registered shutdown hook Thread[ShutdownHook-asterix_nc1,5,main]
15:03:43.219 [Worker:asterix_nc1] INFO  org.apache.hyracks.control.nc.work.AbortAllJobsWork - Aborting all tasks for controller CC:0
15:03:43.229 [Executor-6:asterix_nc1] INFO  org.apache.hyracks.control.nc.work.EnsureAllCcTasksCompleted - Ensuring all tasks of CC CC:0 have completed
15:03:43.236 [Executor-6:asterix_nc1] INFO  org.apache.hyracks.control.nc.work.EnsureAllCcTasksCompleted - all tasks of CC CC:0 have completed
15:03:43.415 [Executor-6:asterix_nc1] INFO  org.apache.asterix.transaction.management.service.recovery.AbstractCheckpointManager - Getting latest checkpoint
15:03:43.415 [Executor-6:asterix_nc1] INFO  org.apache.asterix.transaction.management.service.recovery.AbstractCheckpointManager - Listing of files in the checkpoint dir returned empty
15:03:43.415 [Executor-6:asterix_nc1] INFO  org.apache.asterix.app.nc.RecoveryManager - The checkpoint file doesn't exist: systemState = PERMANENT_DATA_LOSS
15:03:43.469 [Worker:asterix_nc1] INFO  org.apache.asterix.messaging.NCMessageBroker - Received message: org.apache.asterix.app.replication.message.RegistrationTasksResponseMessage@586729e7
15:03:43.471 [Executor-6:asterix_nc1] INFO  org.apache.asterix.app.replication.message.RegistrationTasksResponseMessage - Starting startup task: { "class" : "UpdateNodeStatusTask" }
15:03:43.471 [Executor-6:asterix_nc1] INFO  org.apache.asterix.app.replication.message.RegistrationTasksResponseMessage - Completed startup task: { "class" : "UpdateNodeStatusTask" }
15:03:43.471 [Executor-6:asterix_nc1] INFO  org.apache.asterix.app.replication.message.RegistrationTasksResponseMessage - Starting startup task: { "class" : "MetadataBootstrapTask" }
15:03:43.471 [Executor-6:asterix_nc1] INFO  org.apache.asterix.transaction.management.service.recovery.AbstractCheckpointManager - Getting latest checkpoint
15:03:43.471 [Executor-6:asterix_nc1] INFO  org.apache.asterix.transaction.management.service.recovery.AbstractCheckpointManager - Listing of files in the checkpoint dir returned empty
15:03:43.472 [Executor-6:asterix_nc1] INFO  org.apache.asterix.app.nc.RecoveryManager - The checkpoint file doesn't exist: systemState = PERMANENT_DATA_LOSS
15:03:43.472 [Executor-6:asterix_nc1] INFO  org.apache.asterix.app.nc.NCAppRuntimeContext - Bootstrapping metadata
15:03:43.510 [Executor-6:asterix_nc1] INFO  org.apache.asterix.metadata.CachingTxnIdFactory - block exhausted; obtaining new block from supplier
15:03:43.519 [Worker:asterix_nc1] INFO  org.apache.asterix.messaging.NCMessageBroker - Received message: TxnIdBlockResponse
15:03:44.083 [Executor-6:asterix_nc1] INFO  org.apache.asterix.metadata.bootstrap.MetadataBootstrap - Finished enlistment of metadata B-trees in new universe
15:03:44.111 [Executor-6:asterix_nc1] INFO  org.apache.asterix.common.context.GlobalVirtualBufferCache - Registered metadata index {"class" : "LSMBTree", "dir" : "C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\storage\partition_0\Metadata\Dataverse\0\Dataverse", "memory" : [{"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}, {"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}], "disk" : 0, "num-scheduled-flushes":0, "current-memory-component":0} to the global VBC
15:03:44.145 [Executor-6:asterix_nc1] INFO  org.apache.asterix.common.context.GlobalVirtualBufferCache - Registered metadata index {"class" : "LSMBTree", "dir" : "C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\storage\partition_0\Metadata\Dataset\0\Dataset", "memory" : [{"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}, {"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}], "disk" : 0, "num-scheduled-flushes":0, "current-memory-component":0} to the global VBC
15:03:44.149 [Executor-6:asterix_nc1] INFO  org.apache.asterix.common.context.GlobalVirtualBufferCache - Registered metadata index {"class" : "LSMBTree", "dir" : "C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\storage\partition_0\Metadata\Index\0\Index", "memory" : [{"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}, {"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}], "disk" : 0, "num-scheduled-flushes":0, "current-memory-component":0} to the global VBC
15:03:44.173 [Executor-6:asterix_nc1] INFO  org.apache.asterix.metadata.bootstrap.MetadataBootstrap - Finished inserting initial datasets.
15:03:44.177 [Executor-6:asterix_nc1] INFO  org.apache.asterix.common.context.GlobalVirtualBufferCache - Registered metadata index {"class" : "LSMBTree", "dir" : "C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\storage\partition_0\Metadata\Datatype\0\Datatype", "memory" : [{"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}, {"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}], "disk" : 0, "num-scheduled-flushes":0, "current-memory-component":0} to the global VBC
15:03:44.247 [Executor-6:asterix_nc1] INFO  org.apache.asterix.metadata.bootstrap.MetadataBootstrap - Finished inserting initial datatypes.
15:03:44.250 [Executor-6:asterix_nc1] INFO  org.apache.asterix.common.context.GlobalVirtualBufferCache - Registered metadata index {"class" : "LSMBTree", "dir" : "C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\storage\partition_0\Metadata\Node\0\Node", "memory" : [{"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}, {"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}], "disk" : 0, "num-scheduled-flushes":0, "current-memory-component":0} to the global VBC
15:03:44.252 [Executor-6:asterix_nc1] INFO  org.apache.asterix.common.context.GlobalVirtualBufferCache - Registered metadata index {"class" : "LSMBTree", "dir" : "C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\storage\partition_0\Metadata\Nodegroup\0\Nodegroup", "memory" : [{"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}, {"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}], "disk" : 0, "num-scheduled-flushes":0, "current-memory-component":0} to the global VBC
15:03:44.258 [Executor-6:asterix_nc1] INFO  org.apache.asterix.common.context.GlobalVirtualBufferCache - Registered metadata index {"class" : "LSMBTree", "dir" : "C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\storage\partition_0\Metadata\DatasourceAdapter\0\DatasourceAdapter", "memory" : [{"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}, {"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}], "disk" : 0, "num-scheduled-flushes":0, "current-memory-component":0} to the global VBC
15:03:44.258 [Executor-6:asterix_nc1] INFO  org.apache.asterix.metadata.bootstrap.MetadataBootstrap - Finished inserting built-in adapters.
15:03:44.262 [Executor-6:asterix_nc1] INFO  org.apache.asterix.common.context.GlobalVirtualBufferCache - Registered metadata index {"class" : "LSMBTree", "dir" : "C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\storage\partition_0\Metadata\FeedPolicy\0\FeedPolicy", "memory" : [{"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}, {"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}], "disk" : 0, "num-scheduled-flushes":0, "current-memory-component":0} to the global VBC
15:03:44.264 [Executor-6:asterix_nc1] INFO  org.apache.asterix.metadata.feeds.BuiltinFeedPolicies - Finished adding built-in feed policies.
15:03:44.267 [Executor-6:asterix_nc1] INFO  org.apache.asterix.common.context.GlobalVirtualBufferCache - Registered metadata index {"class" : "LSMBTree", "dir" : "C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\storage\partition_0\Metadata\CompactionPolicy\0\CompactionPolicy", "memory" : [{"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}, {"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}], "disk" : 0, "num-scheduled-flushes":0, "current-memory-component":0} to the global VBC
15:03:44.269 [Executor-6:asterix_nc1] INFO  org.apache.asterix.metadata.bootstrap.MetadataBootstrap - Finished creating metadata B-trees.
15:03:44.281 [Executor-6:asterix_nc1] INFO  org.apache.asterix.metadata.bootstrap.MetadataBootstrap - Starting DDL recovery ...
15:03:44.310 [Executor-6:asterix_nc1] INFO  org.apache.asterix.metadata.bootstrap.MetadataBootstrap - Completed DDL recovery.
15:03:44.310 [Executor-6:asterix_nc1] INFO  org.apache.asterix.app.nc.NCAppRuntimeContext - Metadata node bound
15:03:44.310 [Executor-6:asterix_nc1] INFO  org.apache.asterix.app.replication.message.RegistrationTasksResponseMessage - Completed startup task: { "class" : "MetadataBootstrapTask" }
15:03:44.310 [Executor-6:asterix_nc1] INFO  org.apache.asterix.app.replication.message.RegistrationTasksResponseMessage - Starting startup task: { "class" : "CheckpointTask" }
15:03:44.310 [Executor-6:asterix_nc1] INFO  org.apache.asterix.transaction.management.service.recovery.CheckpointManager - Starting sharp checkpoint...
15:03:44.357 [Executor-8:asterix_nc1] INFO  org.apache.hyracks.storage.am.lsm.common.impls.AbstractLSMIndex - Flushing component with id: [1,1] in the index {"class" : "LSMBTree", "dir" : "C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\storage\partition_0\Metadata\Dataverse\0\Dataverse", "memory" : [{"class":"LSMBTreeMemoryComponent", "state":"READABLE_UNWRITABLE_FLUSHING", "writers":0, "readers":1, "pendingFlushes":0, "id":"[1,1]"}, {"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}], "disk" : 0, "num-scheduled-flushes":1, "current-memory-component":1}
15:03:44.427 [Executor-8:asterix_nc1] INFO  org.apache.hyracks.storage.am.lsm.common.impls.AbstractLSMIndex - Flushing component with id: [1,1] in the index {"class" : "LSMBTree", "dir" : "C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\storage\partition_0\Metadata\Dataset\0\Dataset", "memory" : [{"class":"LSMBTreeMemoryComponent", "state":"READABLE_UNWRITABLE_FLUSHING", "writers":0, "readers":1, "pendingFlushes":0, "id":"[1,1]"}, {"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}], "disk" : 0, "num-scheduled-flushes":1, "current-memory-component":1}
15:03:44.448 [Executor-8:asterix_nc1] INFO  org.apache.hyracks.storage.am.lsm.common.impls.AbstractLSMIndex - Flushing component with id: [1,1] in the index {"class" : "LSMBTree", "dir" : "C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\storage\partition_0\Metadata\Datatype\0\Datatype", "memory" : [{"class":"LSMBTreeMemoryComponent", "state":"READABLE_UNWRITABLE_FLUSHING", "writers":0, "readers":1, "pendingFlushes":0, "id":"[1,1]"}, {"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}], "disk" : 0, "num-scheduled-flushes":1, "current-memory-component":1}
15:03:44.467 [Executor-8:asterix_nc1] INFO  org.apache.hyracks.storage.am.lsm.common.impls.AbstractLSMIndex - Flushing component with id: [1,1] in the index {"class" : "LSMBTree", "dir" : "C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\storage\partition_0\Metadata\Index\0\Index", "memory" : [{"class":"LSMBTreeMemoryComponent", "state":"READABLE_UNWRITABLE_FLUSHING", "writers":0, "readers":1, "pendingFlushes":0, "id":"[1,1]"}, {"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}], "disk" : 0, "num-scheduled-flushes":1, "current-memory-component":1}
15:03:44.487 [Executor-8:asterix_nc1] INFO  org.apache.hyracks.storage.am.lsm.common.impls.AbstractLSMIndex - Flushing component with id: [1,1] in the index {"class" : "LSMBTree", "dir" : "C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\storage\partition_0\Metadata\Node\0\Node", "memory" : [{"class":"LSMBTreeMemoryComponent", "state":"READABLE_UNWRITABLE_FLUSHING", "writers":0, "readers":1, "pendingFlushes":0, "id":"[1,1]"}, {"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}], "disk" : 0, "num-scheduled-flushes":1, "current-memory-component":1}
15:03:44.503 [Executor-8:asterix_nc1] INFO  org.apache.hyracks.storage.am.lsm.common.impls.AbstractLSMIndex - Flushing component with id: [1,1] in the index {"class" : "LSMBTree", "dir" : "C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\storage\partition_0\Metadata\Nodegroup\0\Nodegroup", "memory" : [{"class":"LSMBTreeMemoryComponent", "state":"READABLE_UNWRITABLE_FLUSHING", "writers":0, "readers":1, "pendingFlushes":0, "id":"[1,1]"}, {"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}], "disk" : 0, "num-scheduled-flushes":1, "current-memory-component":1}
15:03:44.525 [Executor-8:asterix_nc1] INFO  org.apache.hyracks.storage.am.lsm.common.impls.AbstractLSMIndex - Flushing component with id: [1,1] in the index {"class" : "LSMBTree", "dir" : "C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\storage\partition_0\Metadata\DatasourceAdapter\0\DatasourceAdapter", "memory" : [{"class":"LSMBTreeMemoryComponent", "state":"READABLE_UNWRITABLE_FLUSHING", "writers":0, "readers":1, "pendingFlushes":0, "id":"[1,1]"}, {"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}], "disk" : 0, "num-scheduled-flushes":1, "current-memory-component":1}
15:03:44.540 [Executor-8:asterix_nc1] INFO  org.apache.hyracks.storage.am.lsm.common.impls.AbstractLSMIndex - Flushing component with id: [1,1] in the index {"class" : "LSMBTree", "dir" : "C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\storage\partition_0\Metadata\FeedPolicy\0\FeedPolicy", "memory" : [{"class":"LSMBTreeMemoryComponent", "state":"READABLE_UNWRITABLE_FLUSHING", "writers":0, "readers":1, "pendingFlushes":0, "id":"[1,1]"}, {"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}], "disk" : 0, "num-scheduled-flushes":1, "current-memory-component":1}
15:03:44.573 [Executor-8:asterix_nc1] INFO  org.apache.hyracks.storage.am.lsm.common.impls.AbstractLSMIndex - Flushing component with id: [1,1] in the index {"class" : "LSMBTree", "dir" : "C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\storage\partition_0\Metadata\CompactionPolicy\0\CompactionPolicy", "memory" : [{"class":"LSMBTreeMemoryComponent", "state":"READABLE_UNWRITABLE_FLUSHING", "writers":0, "readers":1, "pendingFlushes":0, "id":"[1,1]"}, {"class":"LSMBTreeMemoryComponent", "state":"INACTIVE", "writers":0, "readers":0, "pendingFlushes":0, "id":"null"}], "disk" : 0, "num-scheduled-flushes":1, "current-memory-component":1}
15:03:44.590 [Executor-6:asterix_nc1] INFO  org.apache.asterix.transaction.management.service.recovery.AbstractCheckpointManager - Listing of files in the checkpoint dir returned empty
15:03:44.591 [Executor-6:asterix_nc1] INFO  org.apache.asterix.transaction.management.service.recovery.AbstractCheckpointManager - Persisting checkpoint file to C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\txnlog\checkpoint_0 which doesn't exist yet
15:03:44.601 [Executor-6:asterix_nc1] INFO  org.apache.asterix.transaction.management.service.recovery.AbstractCheckpointManager - Completed persisting checkpoint file to C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\txnlog\checkpoint_0 which now exists
15:03:44.602 [Executor-6:asterix_nc1] INFO  org.apache.asterix.transaction.management.service.recovery.AbstractCheckpointManager - Listing of files in the checkpoint dir returned [data\red\txnlog\checkpoint_0]
15:03:44.602 [Executor-6:asterix_nc1] WARN  org.apache.asterix.transaction.management.service.recovery.AbstractCheckpointManager - Reading checkpoint file: C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\txnlog\checkpoint_0
15:03:44.603 [Executor-6:asterix_nc1] INFO  org.apache.asterix.transaction.management.service.logging.LogManager - Terminating LogFlusher thread ...
15:03:44.604 [Executor-6:asterix_nc1] INFO  org.apache.asterix.transaction.management.service.logging.LogManager - LogFlusher thread is terminated.
15:03:44.604 [Executor-6:asterix_nc1] INFO  org.apache.asterix.transaction.management.service.logging.LogManager - closing current log file with id(0)
15:03:44.606 [Executor-6:asterix_nc1] INFO  org.apache.asterix.transaction.management.service.logging.LogManager - Created log file data/red/txnlog\transaction_log_1
15:03:44.607 [Executor-6:asterix_nc1] INFO  org.apache.asterix.transaction.management.service.logging.LogManager - Deleted log file C:\Users\emm12\OneDrive - UW\Winter Quarter 2023\CSE414\HW7\asterix-server-0.9.6-binary-assembly\apache-asterixdb-0.9.6\opt\local\data\red\txnlog\transaction_log_0
15:03:44.628 [Executor-6:asterix_nc1] INFO  org.apache.asterix.transaction.management.service.logging.LogManager - initializing log anchor with log file Id: 1 at offset: 0
15:03:44.629 [Executor-6:asterix_nc1] INFO  org.apache.asterix.transaction.management.service.logging.LogManager - LogManager starts logging in LSN: 268435456
15:03:44.629 [Executor-6:asterix_nc1] INFO  org.apache.asterix.transaction.management.service.recovery.CheckpointManager - Completed sharp checkpoint.
15:03:44.629 [Executor-6:asterix_nc1] INFO  org.apache.asterix.app.replication.message.RegistrationTasksResponseMessage - Completed startup task: { "class" : "CheckpointTask" }
15:03:44.629 [Executor-6:asterix_nc1] INFO  org.apache.asterix.app.replication.message.RegistrationTasksResponseMessage - Starting startup task: { "class" : "StartLifecycleComponentsTask" }
15:03:44.630 [Executor-6:asterix_nc1] INFO  org.apache.asterix.app.nc.task.StartLifecycleComponentsTask - Starting lifecycle components
15:03:44.630 [Executor-6:asterix_nc1] INFO  org.apache.asterix.app.nc.task.StartLifecycleComponentsTask - Coredump directory for NC is: data/red/coredump
15:03:44.630 [Executor-6:asterix_nc1] INFO  org.apache.hyracks.api.lifecycle.LifeCycleComponentManager - LifecycleComponentManager configured org.apache.hyracks.api.lifecycle.LifeCycleComponentManager@16414e40
15:03:44.630 [Executor-6:asterix_nc1] INFO  org.apache.asterix.app.nc.task.StartLifecycleComponentsTask - Configured:org.apache.hyracks.api.lifecycle.LifeCycleComponentManager@16414e40
15:03:44.634 [Executor-6:asterix_nc1] INFO  org.apache.asterix.app.replication.message.RegistrationTasksResponseMessage - Completed startup task: { "class" : "StartLifecycleComponentsTask" }
15:03:44.634 [Executor-6:asterix_nc1] INFO  org.apache.asterix.app.replication.message.RegistrationTasksResponseMessage - Starting startup task: { "class" : "ExportMetadataNodeTask", "export-stub" : true }
15:03:44.691 [Executor-6:asterix_nc1] INFO  org.apache.asterix.app.replication.message.RegistrationTasksResponseMessage - Completed startup task: { "class" : "ExportMetadataNodeTask", "export-stub" : true }
15:03:44.692 [Executor-6:asterix_nc1] INFO  org.apache.asterix.app.replication.message.RegistrationTasksResponseMessage - Starting startup task: { "class" : "BindMetadataNodeTask" }
15:03:44.779 [Executor-6:asterix_nc1] INFO  org.apache.asterix.app.replication.message.RegistrationTasksResponseMessage - Completed startup task: { "class" : "BindMetadataNodeTask" }
15:03:44.779 [Executor-6:asterix_nc1] INFO  org.apache.asterix.app.replication.message.RegistrationTasksResponseMessage - Starting startup task: { "class" : "UpdateNodeStatusTask" }
15:03:44.779 [Executor-6:asterix_nc1] INFO  org.apache.asterix.app.replication.message.RegistrationTasksResponseMessage - Completed startup task: { "class" : "UpdateNodeStatusTask" }
15:08:10.041 [main] INFO  org.apache.hyracks.control.nc.NodeControllerService - Setting uncaught exception handler org.apache.hyracks.api.lifecycle.LifeCycleComponentManager@3549bca9
15:08:10.063 [main] INFO  org.apache.hyracks.util.MXHelper - Access to file descriptors (FDs) is not available on Windows; FD info will not be logged
